endTime,artist,track,time
01/01/2022 11:46,Joji,YEAH RIGHT,0.009666667
01/01/2022 11:48,Joji,YEAH RIGHT,2.283766667
01/01/2022 11:52,Chelsea Cutler,please,3.6511
01/01/2022 11:55,Kina,I Still Dream Of You (feat. Thomas Reid),3.654016667
01/01/2022 11:59,Illuwn,Nowhere to Go,0.002866667
01/01/2022 11:59,Omar Apollo,Trouble,3.386883333
01/01/2022 16:29,Bob Moses,Enough to Believe - Jamie Jones Remix,0.33525
01/01/2022 16:36,T78,The Antidote,7.2537
01/01/2022 16:45,Pangal,Rito,8.34645
01/01/2022 16:48,Ketno,For Your Mind - Original Mix,3.933333333
01/01/2022 16:54,PRØVOST,Natural World,5.8
01/01/2022 16:59,DJ Dark,Ederlezi (feat. Dikanda),4.0813
01/01/2022 17:03,Metodi Hristov,The Butterfly Effect,4.2823
01/01/2022 18:39,NAV,Snap,2.826783333
01/01/2022 18:42,gianni & kyle,do u even miss me at all?,2.960433333
01/01/2022 18:45,Doja Cat,Juicy,3.384883333
01/01/2022 18:49,Internet Money,Thrusting (feat. Swae Lee & Future),3.711333333
01/01/2022 18:52,Kid Cudi,Lovin’ Me (feat. Phoebe Bridgers),2.764883333
01/01/2022 18:54,Roddy Ricch,High Fashion (feat. Mustard),0.033166667
01/01/2022 18:54,Roddy Ricch,High Fashion (feat. Mustard),2.433966667
01/01/2022 19:01,Young Thug,Chanel (Go Get It) [feat. Gunna & Lil Baby],3.361766667
01/01/2022 19:04,GASHI,Roses,2.826216667
01/01/2022 19:08,G-Eazy,"Me, Myself & I",4.1911
01/01/2022 19:11,Tory Lanez,10 F*CKS (with Mansa),2.829383333
01/01/2022 19:15,Young Thug,pick up the phone,4.204366667
01/01/2022 19:20,Post Malone,White Iverson,4.27555
01/01/2022 19:24,Kendrick Lamar,PRIDE.,4.58755
01/01/2022 19:27,GASHI,My Year,3.1724
01/01/2022 19:31,Kendrick Lamar,LOVE. FEAT. ZACARI.,3.556666667
01/01/2022 19:35,Marshmello,You Can Cry,3.242216667
01/01/2022 19:39,SZA,Love Galore (feat. Travis Scott),4.584666667
01/01/2022 19:43,Lil Tjay,Ruthless (feat. Jay Critch),4.076216667
01/01/2022 19:43,Lil Baby,Drip Too Hard (Lil Baby & Gunna),0.320466667
01/01/2022 19:48,Metro Boomin,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",4.336116667
01/01/2022 19:48,JAY-Z,Ni**as In Paris,0
01/01/2022 19:50,J. Cole,a m a r i,2.473683333
01/01/2022 19:53,Lil Skies,Nowadays (feat. Landon Cube),3.39845
01/01/2022 19:57,Metro Boomin,Space Cadet (feat. Gunna),3.387766667
01/01/2022 20:00,Meek Mill,Going Bad (feat. Drake),3.0087
01/01/2022 20:02,Roddy Ricch,late at night,2.911366667
01/01/2022 20:07,Drake,0 To 100 / The Catch Up,4.5871
01/01/2022 20:10,Jack Harlow,Luv Is Dro (feat. Static Major & Bryson Tiller),2.953166667
01/01/2022 20:12,Don Toliver,No Idea,2.573733333
01/01/2022 20:16,Post Malone,A Thousand Bad Times,3.686216667
01/01/2022 20:19,Gunna,Car Sick (feat. NAV & Metro Boomin),3.6636
01/01/2022 20:24,G-Eazy,No Limit,4.089766667
01/01/2022 20:27,Juice WRLD,All Girls Are The Same,2.76365
01/01/2022 20:31,Roy Woods,Drama (feat. Drake),4.19765
01/01/2022 20:35,PARTYNEXTDOOR,LOYAL (feat. Drake and Bad Bunny) - Remix,4.685316667
01/01/2022 20:40,G-Eazy,Tumblr Girls (feat. Christoph Andersson),4.261333333
01/01/2022 20:41,Ziad,Freak,2.054916667
01/01/2022 20:44,Metro Boomin,Overdue (with Travis Scott),2.768216667
01/01/2022 20:47,Bryson Tiller,Exchange,3.24355
01/01/2022 20:51,NAV,Champion (feat. Travis Scott),3.250866667
01/01/2022 20:54,Meric Again,Take Off (feat. Paul Rey),3.55
01/01/2022 20:57,Kid Cudi,Another Day,3.329766667
01/01/2022 20:59,NAV,Vicodin,2.1869
01/01/2022 21:02,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),3.1746
01/01/2022 21:05,NAV,Glow Up,2.677766667
01/01/2022 21:08,NAV,Call Me,3.584433333
01/01/2022 21:12,Sik World,Idgaf,3.864283333
01/01/2022 21:15,Metro Boomin,Don't Come Out The House (with 21 Savage),2.805766667
01/01/2022 21:18,J. Cole,MIDDLE CHILD,3.559883333
01/01/2022 21:22,Drake,God's Plan,3.316216667
01/01/2022 21:25,Metro Boomin,10 Freaky Girls (with 21 Savage),3.47155
01/01/2022 21:28,Dave,Funky Friday,3.045683333
01/01/2022 21:32,Kid Cudi,Marijuana,4.336666667
01/01/2022 21:36,PARTYNEXTDOOR,Her Way,3.6105
01/01/2022 21:38,Aminé,RATCHET SATURN GIRL,2.442883333
01/01/2022 21:41,Travis Scott,CAN'T SAY,3.3068
01/01/2022 21:43,XXXTENTACION,SAD!,1.7635
01/01/2022 23:17,gianni & kyle,do u even miss me at all?,0.0225
01/01/2022 23:17,XXXTENTACION,SAD!,0.020666667
01/01/2022 23:21,NAV,Why You Crying Mama,4.219533333
01/01/2022 23:25,G-Eazy,Let's Get Lost (feat. Devon Baldwin),4.011333333
01/01/2022 23:28,Travis Scott,R.I.P. SCREW,3.0935
01/01/2022 23:31,NAV,Ralo,3.077216667
01/01/2022 23:34,Post Malone,Paranoid,3.696433333
01/01/2022 23:38,Internet Money,Thrusting (feat. Swae Lee & Future),3.711333333
01/01/2022 23:40,NAV,Amazing (feat. Future),2.3
01/01/2022 23:43,Kid Cudi,Lovin’ Me (feat. Phoebe Bridgers),2.764883333
02/01/2022 00:02,Kendrick Lamar,HUMBLE.,2.0397
02/01/2022 00:02,Fiddlecraft,Fakir,0.05295
02/01/2022 00:17,Fiddlecraft,Fakir,4.555483333
02/01/2022 00:21,Prateek Kuhad,Kasoor,3.292483333
02/01/2022 00:25,aswekeepsearching,Glued,4.286333333
02/01/2022 00:31,Fiddlecraft,Main Chala Jaunga,6.021983333
02/01/2022 00:34,Jasleen Royal,Kho Gaye Hum Kahan,1.197466667
02/01/2022 00:34,Tiagz,They Call Me Tiago (Her Name Is Margo),0.025083333
02/01/2022 00:34,Stromae,Alors on danse - Radio Edit,0.038666667
02/01/2022 00:35,Kaash Paige,Love Songs - Bonus,0.9962
02/01/2022 00:39,Ritviz,Baaraat,3.7016
02/01/2022 00:42,Russ,Maybe,2.914666667
02/01/2022 00:45,Tyga,Leather in The Rain (feat. Kyndall),3.5633
02/01/2022 00:49,Chelsea Cutler,Your Shirt,3.833333333
02/01/2022 00:53,Hayden Calnin,For My Help,4.303333333
02/01/2022 00:56,One Direction,Last First Kiss,2.248583333
02/01/2022 00:58,NAV,Vicodin,2.1869
02/01/2022 01:01,Troye Sivan,BITE,3.100866667
02/01/2022 01:03,Sia,Audio - CID Remix,1.629016667
02/01/2022 01:48,Sia,Audio - CID Remix,1.0469
02/01/2022 01:51,Meek Mill,Going Bad (feat. Drake),3.0087
02/01/2022 01:53,Lil Skies,No Rest,2.258916667
02/01/2022 01:58,Passenger,Let Her Go,4.212216667
02/01/2022 02:01,Justin Bieber,Come Around Me,3.346216667
02/01/2022 02:04,Juan Magán,Bailando por Ahi,3.00755
02/01/2022 02:07,PARTYNEXTDOOR,NOTHING LESS,3.479816667
02/01/2022 02:10,Ed Sheeran,Beautiful People (feat. Khalid),3.297766667
02/01/2022 02:13,Bazzi,Beautiful,2.9707
02/01/2022 02:17,G-Eazy,Some Kind Of Drug (feat. Marc E. Bassy),3.707766667
02/01/2022 02:20,Drake,War,3
02/01/2022 02:24,Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,3.92575
02/01/2022 02:26,Lo'fi Boy,Sex for Breakfast,2.449383333
02/01/2022 02:31,6LACK,Stan,5.0625
02/01/2022 02:35,Ellie Goulding,Hate Me (with Juice WRLD),3.103716667
02/01/2022 02:38,aiwake,Tonight (Sundown),3.547466667
02/01/2022 02:42,Eluzai,call my friends...,3.2857
02/01/2022 02:45,Drake,Fountains (with Tems),3.20695
02/01/2022 02:46,Harry Styles,Watermelon Sugar,1.827583333
02/01/2022 02:46,LANY,It Was Love,0.025666667
02/01/2022 02:46,Cuco,Lo Que Siento,0.016166667
02/01/2022 02:47,G-Eazy,But A Dream,0.025666667
02/01/2022 02:47,Pritam,Badtameez Dil,0
02/01/2022 02:47,Childish Gambino,Redbone,0.049166667
02/01/2022 02:47,Childish Gambino,Redbone,0.0085
02/01/2022 02:47,Drake,Energy,0.156833333
02/01/2022 02:47,Russ,Yung God,0.010666667
02/01/2022 02:47,Internet Money,Thrusting (feat. Swae Lee & Future),0.011666667
02/01/2022 02:47,Internet Money,Thrusting (feat. Swae Lee & Future),0.0045
02/01/2022 02:47,Arizona Zervas,ROXANNE - Remix,0.236666667
02/01/2022 02:47,Drake,Crew Love,0.027166667
02/01/2022 02:47,NAV,Time Piece (feat. Lil Durk),0.028666667
02/01/2022 02:47,Troye Sivan,Strawberries & Cigarettes,0.014
02/01/2022 02:47,Troye Sivan,Strawberries & Cigarettes,0
02/01/2022 02:47,NF,The Search,0
02/01/2022 02:49,Drake,Crew Love,2.094
02/01/2022 02:51,NAV,Time Piece (feat. Lil Durk),1.531833333
02/01/2022 02:54,NAV,Snap,2.826783333
02/01/2022 02:54,Jain,Makeba,0.17755
02/01/2022 02:57,NAV,Dior Runners,2.766683333
02/01/2022 02:59,NAV,Sleep,1.83355
02/01/2022 03:00,NAV,Hold Your Breath (feat. Gunna),0.7205
02/01/2022 03:05,Atif Aslam,Woh Lamhe Woh Baatein,5.3792
02/01/2022 03:08,Maize Mirchi,Jashn-E-Bahara,3.133333333
02/01/2022 03:13,Arijit Singh,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",4.746316667
02/01/2022 03:17,Akhil,"Duniyaa (From ""Luka Chuppi"")",3.708333333
02/01/2022 03:22,Salim–Sulaiman,Shukran Allah,4.834216667
02/01/2022 03:25,Jasleen Royal,Din Shagna Da,2.933116667
02/01/2022 03:29,Jasleen Royal,Din Shagna Da,0.320833333
02/01/2022 03:29,A.R. Rahman,Maahi Ve,4.013066667
02/01/2022 03:35,Alka Yagnik,"Agar Tum Saath Ho (From ""Tamasha"")",5.684233333
02/01/2022 03:40,Palak Muchhal,"Chahun Main Ya Naa (From ""Aashiqui 2"")",5.08165
02/01/2022 03:43,Amit Trivedi,"Tu Hi Hai (Ali Zafar Version) [From ""Dear Zindagi""]",3.354983333
02/01/2022 03:47,Akhil Sachdeva,"Humsafar (From ""Badrinath Ki Dulhania"")",4.474383333
02/01/2022 03:48,Arijit Singh,"Tum Hi Ho (From ""Aashiqui 2"")",0.462733333
02/01/2022 03:52,Arko,Meherbani,4.05985
02/01/2022 03:53,Pritam,Kalank (Title Track),1.511216667
02/01/2022 03:57,Arko,Meherbani,4.05985
02/01/2022 04:02,Pritam,Channa Mereya,4.822216667
02/01/2022 04:05,Sachin-Jigar,Saibo,3.254216667
02/01/2022 04:12,Rahat Fateh Ali Khan,Afreen Afreen (Coke Studio Season 9),6.666666667
02/01/2022 04:16,Jasleen Royal,Din Shagna Da,0.4855
02/01/2022 04:16,Jasleen Royal,Kho Gaye Hum Kahan,0.019666667
02/01/2022 04:16,Vishal-Shekhar,Jab Mila Tu,4.19755
02/01/2022 04:16,Arijit Singh,"Raabta (From ""Agent Vinod)",0.028166667
02/01/2022 04:16,Atif Aslam,Aadat,0.147216667
02/01/2022 04:16,Alka Yagnik,"Agar Tum Saath Ho (From ""Tamasha"")",0.028
02/01/2022 04:21,Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott),4.168083333
02/01/2022 04:24,NAV,Wanted You (feat. Lil Uzi Vert),3.801333333
02/01/2022 04:26,Russ,BEST ON EARTH (feat. BIA) - Bonus,1.3709
02/01/2022 13:01,Arijit Singh,Wat Wat Wat,1.389333333
02/01/2022 13:08,Shweta Pandit,Kiya Kiya,5.066433333
02/01/2022 13:14,Pritam,Subha Hone Na De,4.8116
02/01/2022 13:16,Sukhbir,Ishq Tera Tadpave - Oh Ho Ho Ho,2.467233333
02/01/2022 13:28,One Direction,Night Changes,3.776666667
02/01/2022 13:29,6LACK,Thugger’s Interlude,1.19995
02/01/2022 13:32,Joji,YEAH RIGHT,2.90595
02/01/2022 13:32,Kina,Baby You're Worth It,0.466816667
02/01/2022 13:36,Jasleen Royal,Kho Gaye Hum Kahan,3.550916667
02/01/2022 13:40,Cigarettes After Sex,I'm a Firefighter,4.516966667
02/01/2022 13:43,Kina,I've Changed for You,3.273566667
02/01/2022 13:47,Omar Apollo,Trouble,3.386883333
02/01/2022 13:50,LANY,Super Far,3.394166667
02/01/2022 13:53,Jeremy Zucker,you were good to me,3.652433333
02/01/2022 13:57,Jeremy Zucker,thinking 2 much,3.824216667
02/01/2022 14:00,Finding Hope,03:00 AM,3.36585
02/01/2022 14:04,Garrett Nash,feelings fade,4
02/01/2022 14:07,Anuv Jain,Ocean,2.278666667
02/01/2022 16:58,Post Malone,Go Flex,0.038283333
02/01/2022 16:58,Ziad,Freak,0.000466667
02/01/2022 16:58,Post Malone,Paranoid,0.005166667
02/01/2022 16:58,XXXTENTACION,whoa (mind in awe),0.00845
02/01/2022 16:58,XXXTENTACION,whoa (mind in awe),0.006166667
02/01/2022 16:58,NAV,Snap,0.000616667
02/01/2022 16:58,Lil Skies,Red Roses (feat. Landon Cube),0.000383333
02/01/2022 16:58,Post Malone,Wow.,0
02/01/2022 16:58,Drake,Mob Ties,0.000383333
02/01/2022 16:58,Post Malone,Rich & Sad,0.000383333
02/01/2022 16:58,Post Malone,Rich & Sad,0
02/01/2022 16:58,Post Malone,Congratulations,0
02/01/2022 16:58,Post Malone,White Iverson,0
02/01/2022 16:58,Ziad,Drunk,0
02/01/2022 16:58,Kendrick Lamar,LOVE. FEAT. ZACARI.,0.107016667
02/01/2022 16:58,Jack Harlow,Luv Is Dro (feat. Static Major & Bryson Tiller),0.045333333
02/01/2022 16:58,Lil Skies,Nowadays (feat. Landon Cube),0.0056
02/01/2022 16:58,Post Malone,Candy Paint,0.0038
02/01/2022 16:58,Post Malone,Candy Paint,0.000766667
02/01/2022 16:58,Juice WRLD,Lucid Dreams,0
02/01/2022 16:58,NAV,Time Piece (feat. Lil Durk),0
02/01/2022 17:02,Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott),3.532
02/01/2022 17:04,Roddy Ricch,Start Wit Me (feat. Gunna),2.64485
02/01/2022 17:07,NAV,Snap,2.826783333
02/01/2022 17:12,Post Malone,White Iverson,4.27555
02/01/2022 17:15,Lil Skies,Nowadays (feat. Landon Cube),3.39845
02/01/2022 17:17,Lil Baby,Drip Too Hard (Lil Baby & Gunna),2.4257
02/01/2022 17:21,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),3.1746
02/01/2022 17:23,Lil Baby,Yes Indeed,2.371216667
02/01/2022 17:26,Young Thug,Chanel (Go Get It) [feat. Gunna & Lil Baby],3.361766667
02/01/2022 17:30,Metro Boomin,Space Cadet (feat. Gunna),3.387766667
02/01/2022 17:34,Migos,Straightenin,4.258866667
02/01/2022 17:38,Drake,Signs,3.857666667
02/01/2022 17:38,Drake,Signs,0.093216667
02/01/2022 17:38,Tove Lo,Stay High - Habits Remix,0.009816667
02/01/2022 17:38,Drake,Laugh Now Cry Later (feat. Lil Durk),0.01825
02/01/2022 17:42,Metro Boomin,10 Freaky Girls (with 21 Savage),3.47155
02/01/2022 17:45,Meek Mill,Going Bad (feat. Drake),3.0087
02/01/2022 17:47,NAV,Vicodin,0.945733333
02/01/2022 21:23,Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott),3.532
02/01/2022 21:25,Lil Baby,Drip Too Hard (Lil Baby & Gunna),2.4257
02/01/2022 21:28,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),3.1746
02/01/2022 21:31,Lil Baby,Yes Indeed,2.371216667
02/01/2022 21:34,Young Thug,Chanel (Go Get It) [feat. Gunna & Lil Baby],3.361766667
02/01/2022 21:38,Metro Boomin,Space Cadet (feat. Gunna),3.387766667
02/01/2022 21:42,Migos,Straightenin,4.258866667
02/01/2022 21:46,Drake,Signs,3.906216667
02/01/2022 21:50,Drake,Laugh Now Cry Later (feat. Lil Durk),4.3582
02/01/2022 21:54,DJ Khaled,GREECE (feat. Drake),3.64835
02/01/2022 21:57,Roddy Ricch,late at night,2.911366667
02/01/2022 22:01,Metro Boomin,10AM/Save The World (feat. Gucci Mane),3.772
02/01/2022 22:03,Belly,What You Want,0.013166667
02/01/2022 22:03,Kid Cudi,Marijuana,2.491383333
02/01/2022 22:06,Ramz,Barking,3.380433333
02/01/2022 22:10,French Montana,Unforgettable,3.89835
02/01/2022 22:13,XXXTENTACION,Moonlight,2.2515
02/01/2022 22:18,Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,5.538333333
02/01/2022 22:21,Juice WRLD,Blood On My Jeans,2.57945
02/01/2022 22:24,Lil Tjay,Calling My Phone,3.4243
02/01/2022 22:27,SSGKobe,thrax,2.472666667
02/01/2022 22:29,SSGKobe,MIA,2.023516667
02/01/2022 22:31,Luh Kel,Pull Up,2.05665
02/01/2022 22:35,G-Eazy,No Limit,4.089766667
02/01/2022 22:38,Tyla Yaweh,All the Smoke (feat. Gunna & Wiz Khalifa),3.520616667
02/01/2022 22:42,JAY-Z,Ni**as In Paris,3.65555
02/01/2022 22:45,Juice WRLD,Bandit (with YoungBoy Never Broke Again),3.155366667
02/01/2022 22:49,21 Savage,Bank Account,3.671766667
02/01/2022 22:52,Gucci Mane,Wake Up in the Sky,3.386016667
02/01/2022 22:56,DJ Khaled,POPSTAR (feat. Drake),3.337016667
02/01/2022 22:58,Kid Cudi,Lovin’ Me (feat. Phoebe Bridgers),2.764883333
02/01/2022 23:00,Young T & Bugsey,Don't Rush (feat. Headie One),1.5125
03/01/2022 03:48,Vegedream,Ramenez la coupe à la maison,1.90225
03/01/2022 05:54,One Direction,Fireproof,0.167683333
03/01/2022 05:54,Jeremy Zucker,scared,0.23935
03/01/2022 05:57,Kina,Are You Still With Him,3.226116667
03/01/2022 06:01,PARTYNEXTDOOR,Come and See Me (feat. Drake),3.924616667
03/01/2022 06:06,6LACK,Stan,5.0625
03/01/2022 06:07,6LACK,Thugger’s Interlude,1.19995
03/01/2022 06:11,Finding Hope,03:00 AM,3.36585
03/01/2022 06:14,Omar Apollo,Trouble,3.386883333
03/01/2022 06:16,Kina,Wish I Was Better,2.34285
03/01/2022 06:19,sadeyes,i deserve better,2.861683333
03/01/2022 06:22,Kina,Nobody Cares,2.920483333
03/01/2022 06:26,Kina,I Still Dream Of You (feat. Thomas Reid),3.654016667
03/01/2022 06:29,Taba Chake,Walk With Me,2.833516667
03/01/2022 06:32,Jasleen Royal,Kho Gaye Hum Kahan,3.550916667
03/01/2022 06:36,Anuv Jain,Ocean,4.2105
03/01/2022 07:16,BETWEEN FRIENDS,affection,2.658983333
03/01/2022 14:16,BETWEEN FRIENDS,affection,1.490916667
03/01/2022 14:19,Jeremy Zucker,"we're fucked, it's fine",0
03/01/2022 14:19,BETWEEN FRIENDS,affection,1.908333333
03/01/2022 14:19,Powfu,Life Is Changing,0.02395
03/01/2022 14:22,Jeremy Zucker,"we're fucked, it's fine",0.733716667
03/01/2022 14:26,Jeremy Zucker,"we're fucked, it's fine",0.9964
03/01/2022 14:30,One Direction,Night Changes,3.776666667
03/01/2022 14:33,One Direction,Fireproof,2.901333333
03/01/2022 14:36,Lauv,i'm so tired...,2.709766667
03/01/2022 14:41,One Direction,18,4.139333333
03/01/2022 14:45,Cigarettes After Sex,I'm a Firefighter,4.516966667
03/01/2022 14:46,benny blanco,Eastside (with Halsey & Khalid),0.40435
03/01/2022 15:49,benny blanco,Eastside (with Halsey & Khalid),2.49285
03/01/2022 15:53,Jeremy Zucker,thinking 2 much,3.824216667
03/01/2022 15:56,LANY,Super Far,3.394166667
03/01/2022 15:59,Illuwn,Nowhere to Go,2.595833333
03/01/2022 16:03,Petit Biscuit,Sunset Lover,3.9632
03/01/2022 16:06,Dean Lewis,Be Alright,3.272883333
03/01/2022 16:10,Lauv,i'm so tired... - Stripped - Live in LA,3.127916667
03/01/2022 16:13,Lauv,Superhero,2.99995
03/01/2022 16:17,LANY,Malibu Nights,4.782133333
03/01/2022 16:21,Jeremy Zucker,better off,3.232433333
03/01/2022 16:24,Ali Gatie,Moonlight,3.5092
03/01/2022 16:27,Khalid,Coaster,3.318666667
03/01/2022 16:31,Chelsea Cutler,please,3.6511
03/01/2022 16:33,Jeremy Zucker,you were good to me,2.058366667
03/01/2022 16:34,Jeremy Zucker,scared,0.05875
03/01/2022 16:34,Slowed Mafia,16 Missed Calls,0.27325
03/01/2022 16:38,Drake,F*****g Fans,4.085516667
03/01/2022 16:42,Izzamuzzic,Calm Me Down,3.88835
03/01/2022 16:49,Marc Seguí,Tiroteo - Remix,5.35925
03/01/2022 16:53,H.E.R.,Slide,3.972016667
03/01/2022 16:56,Lil Tjay,Sex Sounds,2.70755
03/01/2022 16:59,Lauv,For Now,3.154
03/01/2022 17:03,Khalid,Better,3.823533333
03/01/2022 17:06,Lauv,i'm so tired... - Stripped - Live in LA,3.127916667
03/01/2022 17:08,Drake,Pain 1993 (with Playboi Carti),2.484616667
03/01/2022 17:11,Vancouver Sleep Clinic,Closure,2.728716667
03/01/2022 17:14,James Arthur,Say You Won't Let Go,3.524433333
03/01/2022 17:18,Bryce Vine,Drew Barrymore,3.185766667
03/01/2022 17:21,Jeremy Zucker,talk is overrated,3.163333333
03/01/2022 17:25,BoyWithUke,Two Moons,3.745783333
03/01/2022 17:28,Neanderthal,Get Out of My Head,3.833333333
03/01/2022 17:31,Jesse Gallagher,The Snowbird Strut,2.469616667
03/01/2022 17:35,Jeremy Zucker,scared,3.458666667
03/01/2022 17:38,Bryson Tiller,Don't,3.304883333
03/01/2022 17:43,Drake,Losses,4.519716667
03/01/2022 17:46,ZAYN,Outside,3.482
03/01/2022 17:51,Aaron Smith,Dancin - Krono Remix,4.266666667
03/01/2022 17:54,Khalid,Motion,3.931333333
03/01/2022 17:57,Kaash Paige,Love Songs - Bonus,2.477333333
03/01/2022 18:01,Rappin' 4-Tay,Playaz Club,4.438883333
03/01/2022 18:05,Verzache,Some Things,3.657133333
03/01/2022 18:08,Justin Bieber,Available,3.25555
03/01/2022 18:12,6LACK,Pretty Little Fears (feat. J. Cole),4.005683333
03/01/2022 18:16,Khalid,Location,3.651333333
03/01/2022 18:21,PARTYNEXTDOOR,SHOWING YOU,4.779683333
03/01/2022 18:24,Russ,"Psycho, Pt. 2",2.69975
03/01/2022 18:27,Doja Cat,Wine Pon You (feat. Konshens),3.65
03/01/2022 18:31,6LACK,ATL Freestyle,3.402133333
03/01/2022 18:34,ODIE,North Face,3.279983333
03/01/2022 18:37,Powfu,throw it all away (feat. Jomie),2.9367
03/01/2022 18:41,Logic,1-800-273-8255,4.16955
03/01/2022 18:45,Jeremy Zucker,thinking 2 much,3.824216667
03/01/2022 18:48,Kina,Get You The Moon (feat. Snøw),2.984666667
03/01/2022 18:50,The Lumineers,Ophelia,2.668283333
03/01/2022 18:54,Jhené Aiko,P*ssY Fairy (OTW),3.031
03/01/2022 18:58,Khalid,OTW,4.38355
03/01/2022 19:02,Drake,Don’t Matter To Me (with Michael Jackson),4.096433333
03/01/2022 19:05,Jeremy Zucker,julia,0.273
03/01/2022 19:05,Olivia Rodrigo,deja vu,2.999833333
03/01/2022 19:08,Kid Cudi,Lovin’ Me (feat. Phoebe Bridgers),2.764883333
03/01/2022 19:13,SoMo,Ride,4.818883333
03/01/2022 19:17,G-Eazy,Let's Get Lost (feat. Devon Baldwin),4.011333333
03/01/2022 19:19,Lil Baby,Yes Indeed,2.371216667
03/01/2022 19:22,Dave,Funky Friday,3.045683333
03/01/2022 19:27,Chris Brown,No Guidance (feat. Drake),4.344
03/01/2022 19:30,Lil Tjay,Calling My Phone,3.4243
03/01/2022 19:33,Drake,Fountains (with Tems),3.20695
03/01/2022 19:36,PARTYNEXTDOOR,BELIEVE IT,3.05365
03/01/2022 19:40,G-Eazy,I Mean It (feat. Remo),3.941333333
03/01/2022 19:41,Kendrick Lamar,HUMBLE.,0.39335
03/01/2022 19:44,Lil Skies,Nowadays (feat. Landon Cube),3.39845
03/01/2022 19:47,XXXTENTACION,whoa (mind in awe),2.6296
03/01/2022 19:50,JAY-Z,Ni**as In Paris,3.65555
03/01/2022 19:55,SZA,Love Galore (feat. Travis Scott),4.584666667
03/01/2022 19:59,21 Savage,Bank Account,3.671766667
03/01/2022 20:02,Lil Uzi Vert,Leaders (feat. NAV),3.247383333
03/01/2022 20:05,Lil Tjay,Leaked (feat. Lil Wayne) - Remix,3.342216667
03/01/2022 20:08,Ziad,OBLAK,2.565216667
03/01/2022 20:12,Metro Boomin,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",4.418666667
03/01/2022 20:15,NAV,Some Way,2.996216667
03/01/2022 20:20,Migos,Straightenin,4.258866667
03/01/2022 20:23,NAV,Ralo,3.077216667
03/01/2022 20:27,Drake,0 To 100 / The Catch Up,4.5871
03/01/2022 20:31,NAV,Champion (feat. Travis Scott),3.250883333
03/01/2022 20:35,G-Eazy,No Limit,4.089766667
03/01/2022 20:38,Jack Harlow,Luv Is Dro (feat. Static Major & Bryson Tiller),2.953166667
03/01/2022 20:42,Sik World,Idgaf,3.864283333
03/01/2022 20:47,Drake,TSU,5.145916667
03/01/2022 20:49,Juice WRLD,All Girls Are The Same,2.76365
03/01/2022 20:53,J. Cole,p r i d e . i s . t h e . d e v i l (with Lil Baby),3.636833333
03/01/2022 20:57,Metro Boomin,10 Freaky Girls (with 21 Savage),3.47155
03/01/2022 21:00,Post Malone,A Thousand Bad Times,3.686216667
03/01/2022 21:04,DJ Khaled,POPSTAR (feat. Drake),3.337016667
03/01/2022 21:07,Travis Scott,WAKE UP,3.86605
03/01/2022 21:11,NAV,Bring It Back,3.149333333
03/01/2022 21:14,Drake,God's Plan,3.316216667
03/01/2022 21:18,NAV,Myself,0.0124
03/01/2022 21:18,Drake,Laugh Now Cry Later (feat. Lil Durk),3.683633333
03/01/2022 21:18,Metro Boomin,Space Cadet (feat. Gunna),0.017566667
03/01/2022 21:18,PARTYNEXTDOOR,Come and See Me (feat. Drake),0.018066667
03/01/2022 21:22,Juice WRLD,Lucid Dreams,3.99725
03/01/2022 21:25,Post Malone,Paranoid,3.696433333
03/01/2022 21:29,Post Malone,Rich & Sad,3.440883333
03/01/2022 21:33,Post Malone,Candy Paint,3.792216667
03/01/2022 21:36,Post Malone,Go Flex,2.99355
03/01/2022 21:38,XXXTENTACION,SAD!,2.77675
03/01/2022 21:42,NAV,Wanted You (feat. Lil Uzi Vert),3.801333333
03/01/2022 21:45,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2.634
03/01/2022 21:48,GASHI,My Year,3.1724
03/01/2022 21:52,G-Eazy,Let's Get Lost (feat. Devon Baldwin),4.011333333
03/01/2022 21:56,Jeremih,Impatient,4.092
03/01/2022 22:00,Meric Again,Take Off (feat. Paul Rey),3.55
03/01/2022 22:04,G-Eazy,Tumblr Girls (feat. Christoph Andersson),4.261333333
03/01/2022 22:08,G-Eazy,I Mean It (feat. Remo),3.941333333
03/01/2022 22:11,G-Eazy,Shoot Me Down (feat. Anthony Stewart),3.278216667
03/01/2022 22:15,Jez Dior,Old No. 7 - Feat. G-Eazy,3.73245
03/01/2022 22:19,G-Eazy,"Me, Myself & I",4.1911
03/01/2022 22:24,Metro Boomin,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",4.418666667
03/01/2022 22:27,6LACK,Let Her Go,2.95285
